,id,title,labels,scores,status
17700,tEhUqT9ich,TabINR: An Implicit Neural Representation Framework for Tabular Data Imputation,unlabeled,"[2,2,4,4]",Reject
10548,WuknbEIFbz,Less is More: Undertraining Experts Improves Model Upcycling,unlabeled,"[2,2,6,6]",Reject
9656,U3Lw61Zl9m,Analysis of Fourier Neural Operators via Effective Field Theory,unlabeled,"[2,2,2,6]",Withdraw
18855,wxgbI1Rlsy,Step-injection reconstruction guidance for improving single aspect real image editing,unlabeled,"[2,2,2,2]",Withdraw
3479,AyX26Srw0r,Unsupervised SE(3) Disentanglement for in situ Macromolecular Morphology Identification from Cryo-Electron Tomography,unlabeled,"[2,2,4,6]",Reject
8727,RDerF20JYT,La-Proteina: Atomistic Protein Generation via Partially Latent Flow Matching,unlabeled,"[6,8,8,10]",Poster
434,1G7WIw1fu8,Data Selection for LLM Reinforcement Learning with Improved Gradient Alignment,unlabeled,"[2,4,6,6]",Withdraw
11,03MfCNn3pF,"PersonalQ: Select, Quantize, and Serve Personalized Diffusion Models for Efficient Inference",unlabeled,"[2,2,4,6]",Withdraw
7047,M4t2JUMlfI,Neural Collapse in Multi-Task Learning,unlabeled,"[6,6,6,8]",Poster
9530,TgIIYvxzSP,PET: Preference Evolution Tracking with LLM-Generated Explainable Distribution,unlabeled,"[2,2,4,6]",Withdraw
6614,KhNq7zm2UL,RL from Physical Feedback: Aligning Large Motion Models with Humanoid Control,unlabeled,"[2,2,4,4]",Withdraw
18397,vVYD74U5KE,I Predict Therefore I Am: Is Next Token Prediction Enough to Learn Human-Interpretable Concepts from Data?,unlabeled,"[4,4,6,6]",Poster
642,1vGmQ33GpQ,Abductive Logical Rule Induction by Bridging Inductive Logic Programming and Multimodal Large Language Models,unlabeled,"[4,4,4,4]",Withdraw
16801,qRpP2JGqnK,Prominence-Aware Artifact Detection and Dataset for Image Super-Resolution,unlabeled,"[2,4,4]",Withdraw
4131,D0u0glT060,Deconstructing Positional Information: From Attention Logits to Training Biases,unlabeled,"[4,8,8,8,8]",Poster
1291,43LvSiz6af,TTS-Hub: Leveraging Modular LoRAs and Arithmetic Composition for Controllable Text-to-Speech,unlabeled,"[2,4,4,6,6]",Reject
5747,I3spHvRHqo,A Non-vacuous Test Error Guarantee for Deep Learning without Altering the Model,unlabeled,"[0,4,4,6,6]",Reject
1531,4pa7JHUl3o,Transcriptomics-Morphology Generation Via Treatment Conditioning With Rectified Flow,unlabeled,"[2,2,2]",Withdraw
11461,Zk5jinDNGE,Stochastic Gaussian Zeroth-Order Optimization: Improved Convergence Analysis under Skewed Hessian Spectra,unlabeled,"[2,2,6,6]",Reject
11560,a55fYJZ7HT,Watch and Learn: Learning to Use Computers from Online Videos,unlabeled,"[2,4,4,6]",Withdraw
6126,JAI7afWA9e,Seeing but Not Believing: Probing the Disconnect Between Visual Attention and Answer Correctness in VLMs,unlabeled,"[2,6,6,6]",Poster
3098,9jjCcZZM0b,Learning Inter-Atomic Potentials without Explicit Equivariance,unlabeled,"[4,4,4,4]",Withdraw
17541,sjxx6ZuQh9,Deep Spiking Neural Network with Brain-Inspired Recurrent Iterative Learning,unlabeled,"[0,0,0,6]",Withdraw
17310,rzJlQi3rAd,What Do LLM Agents Do When Left Alone? Evidence of Spontaneous Meta-Cognitive Patterns,unlabeled,"[2,4,4]",Withdraw
92,0IN8RiFbmg,Scaling Parameter-Efficiency with Distribution Shifts for Domain Adaptation,unlabeled,"[2,2,4,4]",Withdraw
5162,GEsTLuJy1q,Interaction Field Matching: Overcoming Limitations of Electrostatic Models,unlabeled,"[4,6,6,8]",Poster
16555,pejtgHH7Eh,Lagrangian Meets Diffusion: Feasibility-aware Generative Modeling for Mixed Integer Linear Programming,unlabeled,"[2,2,4,6,6]",Reject
6127,JAIymWFRU2,On The Effectiveness-Fluency Trade-Off In LLM Conditioning: A Systematic Study,unlabeled,"[2,2,4,4]",Withdraw
4201,DG4S2OlGQA,Vision Language Models are Biased,unlabeled,"[4,6,6,6]",Poster
10913,Y6XPFxRbjb,Dic-UCSNet: A Novel Feature Dictionary-Based Underwater Image Compressive Sensing Framework,unlabeled,"[2,4,4,4,6]",Withdraw
608,1pN7mqygAr,AlignMark: Content-Aligned Audio Watermarking for Robustness Against Neural Transformations,unlabeled,"[2,2,6]",Withdraw
495,1RrwTXSU4c,Leveraging Prediction Inconsistency for Online Error Detection in Procedural Videos,unlabeled,"[2,2,4,6]",Reject
10854,XuQfB6RqSd,Online Learning with Recency: Algorithms for Sliding-window Streaming Multi-armed Bandits,unlabeled,"[4,4,6]",Reject
138,0RYazbfSzW,Accelerating Benchmarking of Functional Connectivity Modeling via Structure-aware Core-set Selection,unlabeled,"[6,6,6,6]",Poster
11228,Z29e9WM0FY,MME-Reasoning: A Comprehensive Benchmark for Logical Reasoning in MLLMs,unlabeled,"[4,4,6]",Withdraw
17385,sG8dGZMaub,Syncphony: Synchronized Audio-to-Video Generation with Diffusion Transformers,unlabeled,"[4,4,4,6]",Poster
972,323ximYcsk,DA$^{2}$: Depth Anything in Any Direction,unlabeled,"[6,6,6,6,8]",Poster
8153,PWhDUWRVhM,Inference-Time Dynamic Modality Selection for Incomplete Multimodal Classification,unlabeled,"[4,6,6,6]",Poster
15081,kwhk8o3k5O,Phys-Bench: A Physics-aware Benchmark with Multi-Body Interactions for 3D Dynamic Scene Understanding,unlabeled,"[2,4,4,6]",Withdraw
12604,dHqPm0Rtdr,When Does Multimodality Lead to Better Time Series Forecasting?,unlabeled,"[2,2,4,6]",Reject
460,1MHZGpvSDJ,Target Drift in Multi-Constraint Lagrangian RL: Theory and Practice,unlabeled,"[4,6,6,8]",Desk Reject
4823,FBbO5I40VZ,"PromptHub: Enhancing Multi-Prompt Visual In-Context Learning with Locality-Aware Fusion, Concentration and Alignment",unlabeled,"[4,6,6]",Poster
7627,NvpVtGG6hk,Learning Unified Representation of 3D Gaussian Splatting,unlabeled,"[2,4,8,8]",Poster
4041,Chn50flK4X,Rethinking Predictive LLM Routing: When Simple KNN Beats Complex Learned Routers,unlabeled,"[2,4,6,6]",Reject
18074,uULz773iBN,The Order Matters: Sequential Fine-Tuning of LLaMA for Coherent Automated Essay Scoring,unlabeled,"[2,2,2,4]",Withdraw
879,2htuKJ7xO8,Adaptive Jailbreak Defense: A Self-Evolving Framework for Large Language Models,unlabeled,"[2,4,4,4,4]",Withdraw
2150,6fibgdyZVI,One-shot Conditional Sampling: MMD meets Nearest Neighbors,unlabeled,"[4,4,6,8]",Reject
11927,bFJ8Sdr224,Learning to Parallel: Accelerating Diffusion Large Language Models via Adaptive Parallel Decoding,unlabeled,"[4,6,6,6]",Poster
19686,zcmL592XRG,VenusX: Unlocking Fine-Grained Functional Understanding of Proteins,unlabeled,"[2,6,6]",Poster
14314,ieBgxTG7Mt,Reasoning at the Right Length: Adaptive Budget Forcing for Efficient and Accurate LLM Inference,unlabeled,"[2,2,4,4]",Withdraw
14914,kTHoKuKWdD,OptAgent: Optimizing Query Rewriting for E-commerce via Multi-Agent Simulation,unlabeled,"[2,2,4,4,4]",Withdraw
13693,goBph2pXDS,Image Hashing via Cross-View Code Alignment in the Age of Foundation Models,unlabeled,"[2,4,4,4]",Withdraw
17093,rIRuk4s8o4,ViCO: A Training Strategy towards Semantic Aware Dynamic High-Resolution,unlabeled,"[2,4,4]",Withdraw
14498,jEIhUhvNIi,From Self-Inconsistency to Stability: Achieving Order Invariant In-Context Learning,unlabeled,"[2,2,4,4]",Withdraw
15012,kkBOIsrCXh,Embodied Navigation Foundation Model,unlabeled,"[6,8,8,10]",Poster
10428,WWhXvwqRQP,Cognitive-Awakening Chain-of-Surgery for Compositional Zero-Shot Surgical Triplet Recognition,unlabeled,"[2,2,6,6]",Withdraw
9490,TZWnWvsQ0X,TRAJECT-Bench:A Trajectory-Aware Benchmark for Evaluating Agentic Tool Use,unlabeled,"[4,6,6]",Poster
14919,kU9Y3C3fNg,D-Artemis: A Deliberative Cognitive Framework for Mobile GUI Multi-Agents,unlabeled,"[2,2,4,4]",Withdraw
3304,ANknPNy4ta,Neural Codecs as Biosignal Tokenizers,unlabeled,"[2,4,4,4]",Reject
6162,JGIYfwaNpT,Concepts' Information Bottleneck Models,unlabeled,"[2,6,6,6]",Poster
2248,71P7ZaKnaO,BoundaryDPT: Pushing the Boundaries of Depth Pruning for Vision Transformers,unlabeled,"[2,4,4,6]",Reject
644,1vXMfIYFZp,Master Skill Learning with Policy-Grounded Synergy of LLM-based Reward Shaping and Exploring,unlabeled,"[2,6,6,8]",Poster
13093,ejqxghoKNO,Implicit Neural Representation of Graphons for Asymptotic Extremal Problems in Graph Theory,unlabeled,,Desk Reject
9296,SzQGRR65c0,Microarchitecture Is Destiny: Performance and Accuracy of Quantized LLMs on Consumer Hardware,unlabeled,"[0,2,2,4]",Desk Reject
15078,kv22NbU2T2,Subspace Kernel Learning on Tensor Sequences,unlabeled,"[4,4,4]",Poster
1597,51JEkjP0gF,Universal Beta Splatting,unlabeled,"[4,6,6,8]",Poster
17289,rw0vvcHZPe,Geometry of Uncertainty: Learning Metric Spaces for Multimodal State Estimation in RL,unlabeled,"[4,6,6,6]",Poster
15190,lIIJDDxBrg,Empowering Protein Language Model for Sequence-Structure Co-Generation with Continuous Structure Tokens,unlabeled,"[2,4,4,4]",Reject
18447,vgG29qA4Vb,Hyperbolic Space Path Aggregation for Over-squashing in Multi-relational Graph,unlabeled,"[2,2,4,4]",Withdraw
2957,9KEu1ZMeFF,A Finite-Time Analysis of TD Learning with Linear Function Approximation without Projections or Strong Convexity,unlabeled,"[0,2,2,10]",Reject
18554,vwgrHsmKuH,Sim2Real-HOI: Sim-to-Real HOI Video Generation via Decoupled Motion–Appearance Diffusion,unlabeled,"[2,2,6,6]",Withdraw
6125,JA5j9DEoy1,Causally Fair Node Classification on Non-IID Graph Data,unlabeled,"[2,4,4,6]",Withdraw
4529,EIdbBjL6mJ,ProMoBal: Prototype-guided Modality Balancing in multimodal contrastive learning,unlabeled,"[2,2,4,4]",Withdraw
6381,JzJMDBwW3C,Holon-of-Thought: Improving robustness in Large Language Models via structured framework,unlabeled,"[2,2,4,4]",Withdraw
8723,RD4XgyVyGh,ActiveDPO: Active Direct Preference Optimization for Sample-Efficient Alignment,unlabeled,"[4,6,6,6]",Poster
12640,dOISCbmkmG,MapQA: A Map-Question-Answering Benchmark for Visual Language Model Reasoning,unlabeled,"[0,2,2,4]",Reject
10301,W42oLSwI9p,One-Step Diffusion Solver for Non-binary Integer Linear Programming,unlabeled,"[4,4,6,6]",Reject
12060,beg6QFuff4,VARIATIONAL QUANTUM ALGORITHMS ARE LIPSCHITZ SMOOTH,unlabeled,"[4,4,6,6,6]",Reject
17561,soeWR3TyfK,Ocean-E2E: Hybrid Physics-Based and Data-Driven Global Forecasting of Marine Heatwaves with End-to-End Neural Assimilation,unlabeled,"[2,4,6]",Withdraw
560,1gRTeAik4G,Cyber-Zero: Training Cybersecurity Agents without Runtime,unlabeled,"[2,6,8,8]",Poster
14582,jSs8CDsF0A,TrainRef: Curating Data with Label Distribution and Minimal Reference for Accurate Prediction and Reliable Confidence,unlabeled,"[4,6,8]",Poster
16865,qccGDaGCtz,Asymmetric VAE for One-Step Video Super-Resolution Acceleration,unlabeled,"[2,2,4,6]",Withdraw
14478,jBuMH3DOPQ,Test-time Domain Generalization for Image Super-resolution,unlabeled,"[4,4,6,6]",Poster
1568,4vscyWqXDm,GenCue: Generation-Oriented Video Captions for High-Fidelity Text-to-Video,unlabeled,"[4,4,4,8]",Desk Reject
6868,LUnYc9Grm8,Decide When Ready: Stepwise Incremental Inference with Early-Exit in Spiking Neural Networks,unlabeled,"[2,4,6,8]",Reject
6728,L1FUfBCL0c,CoT Vectors: Transferring and Probing the Reasoning Mechanisms of LLMs,unlabeled,"[6,6,6]",Poster
19569,zFF0WRMjlp,Your VAR Model is Secretly an Efficient and Explainable Generative Classifier,unlabeled,"[4,4,6,8]",Poster
3792,BvirMuKWV1,When a Robot is More Capable than a Human: Learning from Constrained Demonstrators,unlabeled,"[2,4,4,6]",Poster
10043,VD63CQ1aVl,Towards Unified Dynamic Face Landmark Detection,unlabeled,"[4,4,6,8]",Reject
4349,DkgGu5AzRD,Last-iterate Convergence of ADMM on Multi-affine Quadratic Equality Constrained Problem,unlabeled,"[4,4,6,8]",Reject
2517,7rvMexIZA1,GradPCA: Leveraging NTK Alignment for Reliable Out-of-Distribution Detection,unlabeled,"[4,4,6,6,8]",Poster
12674,dTcUXNfz2o,Smoothing Slot Attention Iterations and Recurrences,unlabeled,"[2,4,4]",Withdraw
2407,7XIFYoRB3I,Why Sacrifice Majority Nodes?: Improving Imbalanced Node Classification via Class-Balanced Graph Generation,unlabeled,"[2,4,4,6]",Withdraw
1260,3w4kZegWG5,Bongard-RWR+: Real-World Representations of Fine-Grained Concepts in Bongard Problems,unlabeled,"[2,4,8,8]",Poster
18399,vWmICkpSoM,ReTa-Diffusion: Exploring Task-State from Resting-State in EEG Signals via Bidirectional Decoupling and Latent Guiding for Early Detection of Subclinical Depression,unlabeled,"[2,2,4,4]",Withdraw
4638,Ec38aXnrAe,Symmetric Pruning for Large Language Models,unlabeled,"[2,4,4,4]",Withdraw
7879,OmHbpddrB6,Beyond Model Ranking: Predictability-Aligned Evaluation for Time Series Forecasting,unlabeled,"[2,4,4,4,6,8]",Reject
15005,kitV8uipV2,Incorruptible Neural Networks: Training Models that can Generalize to Large Internal Perturbations,unlabeled,"[2,2,4,6]",Withdraw
13419,fqOhwzfqya,GraphIP–Bench: A Benchmark for Extraction Attacks and Defenses in Graph Learning,unlabeled,"[2,4,4,6]",Reject
7157,MQucws0B1g,Constructing Invariant and Equivariant Operations by Symmetric Tensor Network,unlabeled,"[2,4,4]",Reject
13313,fU2R326Mqp,"Forgive and Forget to Create Robust, Interpretable Models",unlabeled,"[4,4,4,8]",Desk Reject
3993,CYmjrbQRyM,ASMIL: Attention-Stabilized Multiple Instance Learning for Whole-Slide Imaging,unlabeled,"[6,6,6,6]",Poster
5424,H4okZ5imHB,"Lean Clients, Full Accuracy: Hybrid Zeroth- and First-Order Split Federated Learning",unlabeled,"[2,2,2,4,6]",Withdraw
11013,YQ8tUwlthw,KANomaly: Fourier-KAN-based Multi-Scale Patch Mixer for Multivariate Time Series Anomaly Detection,unlabeled,"[2,4,4,4]",Reject
13912,hR39xH7rm3,UI2V-Bench: An Understanding-based Image-to-video Generation Benchmark,unlabeled,"[4,4,4,4]",Withdraw
1121,3WVihbSW0i,TetraGT: Tetrahedral Geometry-Driven Explicit Token Interactions with Graph Transformer for Molecular Representation Learning,unlabeled,"[4,4,6,6]",Poster
19344,yXDjrFpBtp,Robust Semantic Sample Filtering for Partially View-aligned Clustering,unlabeled,"[2,4,4,4,6]",Reject
7776,OR0ySm4l9h,MoAlign: Motion-Centric Representation Alignment for Video Diffusion Models,unlabeled,"[6,6,6]",Poster
10918,Y7OgVSgebv,Advancing Regulation in Artificial Intelligence: An Auction-Based Approach,unlabeled,"[2,4,6]",Withdraw
5616,HeMyWG4uYe,Prompt Injection Attacks on LLM Generated Reviews of Scientific Publications,unlabeled,"[2,2,2,2]",Withdraw
1225,3ps2TpD6XC,Distortion Regularization for Distance-Preserving Graph Embedding,unlabeled,"[4,4,4,4]",Withdraw
191,0ZkWWxcHKV,Off-Policy Evaluation for Ranking Policies under Deterministic Logging Policies,unlabeled,"[4,6,6,6]",Poster
8168,PZ3LvbOxoQ,RepQA: Evaluating Readability of Large Language Models in Patient Education Question Answering,unlabeled,"[4,4,4,4]",Desk Reject
17593,svxC0Nb9nm,BadConcepts: Backdooring VLMs with Visual Concepts,unlabeled,"[2,2,2,4]",Reject
3707,BhYqfdHLA0,Physical Dynamics as Next Geometric Graph Prediction,unlabeled,"[2,4,6,6]",Reject
4187,DDaaA4Uldp,XTransfer: Modality-Agnostic Few-Shot Model Transfer for Human Sensing at the Edge,unlabeled,"[2,4,4,6]",Reject
17935,u1RjV99DPu,Multi-Level Multi-Turn RL Outperforms GRPO: Reasoning with Textual Feedback,unlabeled,"[2,4,6,6]",Reject
9463,TVP0p4f2Su,LiTo: Surface Light Field Tokenization,unlabeled,"[4,6,6,8]",Poster
3464,Au1UC2lgGR,What is the right direction for time series anomaly detection benchmarking: evidence from evaluation of linear models,unlabeled,"[2,4,4,8]",Reject
19063,xgZvbugPBA,A Dendritic-Inspired Network Science Generative Model for Topological Initialization of Connectivity in Sparse Artificial Neural Networks,unlabeled,"[0,2,6,6]",Reject
9048,SCC11m676G,ConvRot: Rotation-Based Plug-and-Play 4-bit Quantization for Diffusion Transformers,unlabeled,"[2,2,4,4]",Withdraw
13825,hABW989AOr,Tensor Power Methods: Faster and Robust for Arbitrary Order,unlabeled,"[4,4,4,6]",Reject
3845,C6WWMryELL,On Stable Long-Form Generation: Benchmarking and Mitigating Length Volatility,unlabeled,"[4,6,6,6]",Reject
17622,t0k90Fm7A1,"You Only Prune Once: A Zero-Shot, Data-Free Pruning at Initialization with Transferable Supermasks",unlabeled,"[2,2,4,8]",Reject
1895,5sAsjb2jCb,"PuzzleWorld: A Benchmark for Multimodal, Open-Ended Reasoning in Puzzlehunts",unlabeled,"[2,6,6,8]",Poster
7655,O2tca5tExP,video-SALMONN 2: Caption-Enhanced Audio-Visual Large Language Models,unlabeled,"[2,4,4,6]",Reject
3584,BIDyYWMgqc,SecureDL: Byzantine-Robust and Privacy-Preserving Aggregation for Decentralized Learning,unlabeled,"[2,2,4]",Withdraw
18067,uSNaiJmFLZ,Binary Oscillation-Regulated Network (BORN): Approach for Binary Neural Networks Training,unlabeled,"[2,4,6]",Reject
1816,5d7prMWHNF,Learning Robust Intervention Representations with Delta Embeddings,unlabeled,"[4,6,6,8]",Poster
12343,cTqGsLYkRl,VideoAgent: All-in-One Agentic Framework for Video Understanding and Editing,unlabeled,"[4,4,4,6]",Reject
7919,Othf7vEtg7,MoCA: Mixture-of-Components Attention for Scalable Compositional 3D Generation,unlabeled,"[2,4,6,8]",Reject
18553,vwVp5y2Ovg,Towards Foundation Models for Cryo-ET Subtomogram Analysis,unlabeled,"[2,4,4,8]",Desk Reject
8401,QHaV1ZHzi7,Chart-RVR: Reinforcement Learning with Verifiable Rewards for Explainable Chart Reasoning,unlabeled,"[2,4,6,6]",Reject
10110,VQJFDRLeTK,Efficient Edge Test-Time Adaptation via Latent Feature Coordinate Correction,unlabeled,"[2,2,4,6]",Reject
7375,NAN0I3pNWk,DXFeat: Depth-Aware Features for Robust Image Matching,unlabeled,"[2,4,4,4]",Reject
5538,HQMVRQUEaM,Scalable Multilingual Multimodal Machine Translation with Speech-Text Fusion,unlabeled,"[4,4,8]",Poster
16380,p3YaKlm1TR,Rectifying Adaptive Learning Rate Variance via Confidence Estimation,unlabeled,"[4,4,4,4]",Reject
8037,PCuvo9uIXK,Near-Optimal Sample Complexity Bounds for Constrained Average-Reward MDPs,unlabeled,"[4,6,6,6]",Poster
10506,Wn5OyzZuj8,Teaching Consensus Rules (and Exceptions) to LLMs for Trustworthy Medical Reasoning,unlabeled,"[2,2,2,4]",Reject
10139,VUnwpYZfm2,Exploring the Boundary of Diffusion-based Methods for Solving Constrained Optimization,unlabeled,"[2,4,6,6]",Reject
2442,7cecAmjinr,Refusal Degrades with Token-Form Drift: Limits of Token-Level Alignment,unlabeled,"[4,4,6,6]",Reject
2971,9N4Ps9Psfr,Programming with Pixels: Can Computer-Use Agents do Software Engineering?,unlabeled,"[2,4,6,6,6,8]",Poster
12228,c8IS4Xouqy,Topology-Informed Approaches to Enhanced Index Tracking,unlabeled,"[2,2,4,4,8]",Reject
12823,dw0pORtnKI,MILR: Improving Multimodal Image Generation via Test-Time Latent Reasoning,unlabeled,"[4,6,6,8]",Poster
9675,U6ROetm5nW,Faster Kernel Density Estimation via Hashing Based Time–Space Tradeoffs,unlabeled,"[2,2,6,8]",Withdraw
12873,e5sTFYhtqK,Estimating Latent Regularization Parameters in Ill-Posed Problems with Semi-Definite Programming,unlabeled,"[0,0,0,2,4]",Withdraw
18181,upMIVpe467,Equivariant Splitting: Self-supervised learning from incomplete data,unlabeled,"[2,4,4,6]",Poster
13512,gCZYei3PLL,Region-Adaptive Sampling for Diffusion Transformers,unlabeled,"[2,2,4,6]",Withdraw
18209,utk1b1OSXN,Towards Universal Neural Operators through Multiphysics Pretraining,unlabeled,"[2,4,4]",Withdraw
705,27pOlHjUge,LLM Prompting for Localization: English or Native Language in Multilingual Text Understanding,unlabeled,"[2,2,4]",Reject
3502,B291oHzQq0,Test-Time Policy Adaptation for Enhanced Multi-Turn Interactions with LLMs,unlabeled,"[2,6,6]",Reject
12348,cUdODCFjUM,A Dense Subset Index for Collective Query Coverage,unlabeled,"[4,6,8]",Poster
6235,JUN35v56tN,AnyCap: Omni-Modal Captioning with Instruction Alignment,unlabeled,"[2,4,4,4]",Withdraw
7549,NiGttq9V3b,UniISP: A Unified ISP Framework for Both Human and Machine Vision,unlabeled,"[4,6,6]",Reject
19010,xVuEdAfnKT,GroundAttack: Mitigating Easy-Options Bias for Visual Question Answering,unlabeled,"[2,2,4,6]",Withdraw
15777,n4vmAXm5Zr,Understanding the Fine-Grained Knowledge Capabilities of Vision-Language Models,unlabeled,"[2,2,6,6]",Reject
18482,vm8lNKLfuo,TIIF-Bench: How Does Your T2I Model Follow Your Instructions?,unlabeled,"[2,2,2,4]",Withdraw
13185,f4TACE7HhU,GHOST: Hallucination-Inducing Image Generation for Multimodal LLMs,unlabeled,"[2,4,4,6,6]",Poster
11911,b9HxRqkWOD,"Leveraging MLLMs for Zero-Shot Action Recognition: Concise, Discriminative and anti-Hallucination Prompting",unlabeled,"[4,6,6]",Reject
11826,avFvCd1lPj,Neural Collapse by Design: Learning Class Prototypes on the Hypersphere,unlabeled,"[4,4,4,6]",Reject
7651,O2WvMkJbws,ES-dLLM: Efficient Inference for Diffusion Large Language Models by Early-Skipping,unlabeled,"[2,2,6,8]",Poster
3609,BNZnqTlQjZ,Input Dimension Expandable Network: Integrating New Input Dimensions in Online Learning,unlabeled,"[0,2,4,4]",Withdraw
9116,SPE9gJfhB9,Egocentric Video Understanding through Latent Action Representations,unlabeled,"[2,4,4,6]",Reject
7773,OQaEsUCzTj,Unsupervised Multi-Scale Gromov-Wasserstein Hypergraph Alignment,unlabeled,"[4,4,4,4,4]",Reject
2429,7bHOEJZas9,"FOSSIL, Imbalanced Learning, Small-Data Learning, Curriculum Learning, Regret Minimization",unlabeled,"[2,2,4,4]",Desk Reject
5756,I5KWojfXxW,InstructMoLE: Instruction-Guided Mixture of Low-rank Experts for Multi-Conditional Image Generation,unlabeled,"[4,4,6,6]",Desk Reject
14972,kdZbxizwGK,ChainGPT: Dual-Reasoning Model with Recurrent Depth and Multi-Rank State Updates,unlabeled,"[4,6,6]",Poster
2794,8pQsiFyTQi,Provably Accelerated Imaging with Restarted Inertia and Score-based Image Priors,unlabeled,"[4,6,6,8]",Poster
13850,hFixHMwX1D,BioCoref: Benchmarking Biomedical Coreference Resolution with LLMs,unlabeled,"[2,2,2,2]",Reject
4546,ELGBM1aEjB,CommonKV: Compressing KV Cache with Cross-layer Parameter Sharing,unlabeled,"[2,4,6,6]",Withdraw
4993,FiiItlSqqL,SuperF: Neural Implicit Fields for Multi-Image Super-Resolution,unlabeled,"[4,6,6,6]",Poster
985,340QjF3jJP,MHLA: Restoring Expressivity of Linear Attention via Token-Level Multi-Head,unlabeled,"[2,4,6]",Poster
12032,bYzGyEssk4,Uncertainty Quantification for Regression Using Proper Scoring Rules,unlabeled,"[2,4,4,6]",Reject
6647,KmJfy0VtRJ,Consistency and Unified Semantic Regularization for Generalized Category Discovery,unlabeled,"[4,4,4,6]",Withdraw
8230,PmC9BHFy5w,Clue2Geo: Fine-Grained Image Geolocation via Cluemap and Multi-Stage Fine-Tuning,unlabeled,"[2,2,4]",Withdraw
2708,8TfiR1Lcvr,Observational Auditing of Privacy,unlabeled,"[2,2,4,8,8]",Desk Reject
12779,dnuIoVjeGR,Unified Neural Scaling Laws,unlabeled,"[2,2,4,4]",Reject
8449,QP7WX3XmEy,SafeProtein: Red-Teaming Framework and Benchmark for Protein Foundation Models,unlabeled,"[4,4,4,6]",Reject
12893,e8rF9RKVLI,SVDF-20: A LARGE-SCALE MULTILINGUAL BENCHMARK FOR AI-GENERATED SINGING DETECTION,unlabeled,"[2,4,6,6]",Withdraw
19028,xa3oLRQG55,Solvable Gradient Flow Through Diagram Expansions,unlabeled,"[4,4,4,4,4]",Reject
8750,RI0oNr1b0y,Visual Self-Refine: A Pixel-Guided Paradigm for Accurate Chart Parsing,unlabeled,"[4,6,6,6]",Poster
13738,gvBASOB0F8,SenseShift6D: Multimodal RGB-D Benchmarking for Robust 6D Pose Estimation across Environment and Sensor Variations,unlabeled,"[4,4,6]",Desk Reject
4378,DrETNoeqS5,Lazy-Attention: Efficient Retrieval-Augmented Generation with Deferred Positional Encoding,unlabeled,"[4,4,4,6]",Reject
6033,It3uSEW3oZ,Learning Representations from Pre-synaptic Glomerular Responses for Odor Classification,unlabeled,"[2,2,2]",Reject
12192,c2fQBcoKhU,Diagnosing Failures in Generalization from Task-Relevant Representational Geometry,unlabeled,"[4,4,6,10]",Poster
15271,lWjcbodr4M,When Reasoning Meets Its Laws,unlabeled,"[2,6,6,6]",Reject
7653,O2d44Oe0im,Concept-Guided Backdoor Attack on Vision Language Models,unlabeled,"[2,2,2,6]",Withdraw
2022,6IiZXiqP3Q,Position: Want Better ML Reviews? Stop Asking Nicely and Start Incentivizing with a Credit System,unlabeled,"[2,2,2,4,6]",Withdraw
14141,i6PCa45gBh,TopoWeaver-R1: Reinforcing Difficulty-Aware Topology Evolution in Multi-Agent Competition-Level Code Generation,unlabeled,"[4,4,6,6]",Reject
3301,ANWNJRoJad,Graph Coloring for Multi-Task Learning,unlabeled,"[4,6,6,6]",Reject
10735,XXNexSaay2,Computing Equilibrium beyond Unilateral Deviation,unlabeled,"[4,4,6,8]",Poster
15305,lcuA4RYit9,AuxVLA: Auxiliary Task Learning and Multi-Modal Enhancement for Vision-Language-Action Models in Mobile Manipulation,unlabeled,"[2,4,4,4]",Withdraw
1952,63VN3K4gYx,Revisiting Multivariate Time Series Forecasting with Missing Values,unlabeled,"[2,4,4,4,4,6]",Reject
570,1j0ormf8uI,Conformalized Survival Counterfactuals Prediction for General Right-Censored Data,unlabeled,"[2,4,6,6,8]",Poster
2066,6SjmpmVKS2,Diversity–Ambiguity Exploration for Weakly Supervised Video Anomaly Detection,unlabeled,"[2,2,4,4]",Withdraw
3680,BaG67KNavy,Resolving the Security-Auditability Dilemma with Auditable Latent Chain-of-Thought,unlabeled,"[2,2,4,8]",Desk Reject
4234,DMoSFziBfu,On the Role of Temperature Sampling in Test-Time Scaling,unlabeled,"[4,4,4,6]",Reject
17459,sTXCoxide9,OneTrackerV2: Unified Multimodal Visual Object Tracking with Mixture of Experts,unlabeled,"[4,4,6,6]",Withdraw
8740,RGBOIyK6pm,Quantum Kolmogorov–Arnold Networks,unlabeled,"[0,2,6,8]",Withdraw
18770,weBUkotilL,Gaussian Motion Field for High-Performance Video Compression,unlabeled,"[4,4,4,6,6]",Reject
2279,77kDP6aVNs,Similarity-Dissimilarity Loss for Multi-label Supervised Contrastive Learning,unlabeled,"[2,4,4,6]",Withdraw
16054,nyttIJfwW7,"FlowAlign: Trajectory-Regularized, Inversion-Free Flow-based Image Editing",unlabeled,"[2,2,6,6]",Poster
4908,FRtKUpgEZ9,Learn to be Honest: Mitigate LLMs' Overconfidence for Improving Hallucination Detection with Self-Hesitation Activation,unlabeled,"[2,4,4]",Reject
3396,Af16P0ODP6,Reforming the Mechanism: Editing Reasoning Patterns in LLMs with Circuit Reshaping,unlabeled,"[6,6,6,6]",Poster
